time_ms,target_vx,target_vy,target_vr,optflow_body_vx,optflow_body_vy,optflow_kf_vx,optflow_kf_vy,wheel_chassis_vx,wheel_chassis_vy,fused_chassis_vx,fused_chassis_vy,raw_vision_vel_x,raw_vision_vel_y,vision_source,odom_vx,odom_vy
12878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
